1,40,40,1600,1.0,140,0.0875,0.5276785714285714,0.5091071428571429,0.6873374635568513,0.32933184708805446,0.0018462586592787491,0.0022060691185005385,4.25397000534596e-06,0.0012462874720517206,1.3137159537469136e-06,0.0,0.0,0.23,0.0,0.0,0.05,0.32,0.0,0.0,0.18,0.39,0.0,0.0,0.1,0.13,0.0
1,40,40,1600,1.0,152,0.095,0.4722039473684211,0.5320723684210527,0.659363495954221,0.22574670507677858,0.023938086566839302,0.0009277937620997747,3.6517362033293652e-06,0.00019796384178994258,2.404762117220908e-06,0.0,0.1,0.12,0.0,0.0,0.26,0.11,0.0,0.0,0.34,0.32,0.0,0.0,0.27,0.0,0.0
1,40,40,1600,1.0,133,0.083125,0.5265037593984963,0.4922932330827067,0.7488201537253734,0.37542650002646705,0.013907622091533938,0.0015784068431486968,4.946126343684327e-06,4.845486138458326e-05,5.497823549691711e-06,0.0,0.0,0.24,0.0,0.0,0.12,0.29,0.0,0.0,0.13,0.35,0.0,0.0,0.06,0.14,0.0
1,40,40,1600,1.0,161,0.100625,0.5029503105590062,0.534472049689441,0.5642778427812555,0.1619334756685963,0.005686797863839662,0.0029120870270345997,1.1798637530922064e-05,0.0011713828459640765,1.1085689274086603e-06,0.0,0.06,0.15,0.0,0.0,0.25,0.17,0.0,0.0,0.27,0.47,0.0,0.0,0.09,0.15,0.0
1,40,40,1600,1.0,101,0.063125,0.49925742574257426,0.5331683168316832,0.999816558462042,0.5733717788997257,0.1348369818557676,0.07591427464762775,0.007674023558731526,0.05331683209405999,0.00031542631320726844,0.0,0.0,0.15,0.0,0.0,0.1,0.11,0.0,0.0,0.15,0.31,0.0,0.0,0.05,0.14,0.0
1,40,40,1600,1.0,90,0.05625,0.5061111111111111,0.5055555555555555,1.0190342935528123,0.6789754168308427,0.045337162529790864,0.011836369183816297,0.00026542021982770085,0.007851360973078104,-6.879977546727063e-05,0.0,0.0,0.15,0.0,0.0,0.08,0.16,0.0,0.0,0.15,0.22,0.0,0.0,0.04,0.1,0.0
1,40,40,1600,1.0,128,0.08,0.5291015625,0.53046875,0.6967425346374512,0.17111272602437566,0.06753406314613539,0.01562914715739812,0.0004974530583185706,0.00625549993234568,0.0001018216472558754,0.0,0.0,0.15,0.0,0.0,0.12,0.25,0.0,0.0,0.21,0.33,0.0,0.0,0.05,0.17,0.0
1,40,40,1600,1.0,91,0.056875,0.5244505494505495,0.4991758241758242,1.0743699001155829,0.7377327169771695,0.0753180894042886,0.015778780253671194,0.0005149393638911321,0.009292951888876024,-0.0001752716611493258,0.0,0.0,0.16,0.0,0.0,0.08,0.17,0.0,0.0,0.11,0.25,0.0,0.0,0.02,0.12,0.0
1,40,40,1600,1.0,126,0.07875,0.4628968253968254,0.5162698412698413,0.7575020896071543,0.18601205434140786,0.09620071998088796,0.021040317514589547,0.0005808548628947114,0.00807651005576462,-0.0007474380958992043,0.0,0.12,0.07,0.0,0.0,0.27,0.0,0.0,0.0,0.3,0.28,0.02,0.0,0.19,0.01,0.0
1,40,40,1600,1.0,105,0.065625,0.4440476190476191,0.47785714285714287,0.843326638591944,0.30753365137714406,0.03494690835606932,0.007877389310029397,-0.00010773928440130709,0.003457613477310868,7.399266281836637e-05,0.0,0.18,0.0,0.0,0.0,0.29,0.08,0.0,0.0,0.25,0.13,0.0,0.0,0.12,0.0,0.0
1,40,40,1600,1.0,111,0.069375,0.533108108108108,0.5164414414414414,0.9049034425221424,0.6194241944971092,0.033548702584978614,0.002915989935580635,-2.4753276093543622e-05,-0.0020442746234927093,-1.4802155729217158e-05,0.0,0.0,0.18,0.0,0.0,0.08,0.2,0.0,0.0,0.15,0.3,0.0,0.0,0.03,0.17,0.0
1,40,40,1600,1.0,132,0.0825,0.5293560606060607,0.5223484848484848,0.8114960729888413,0.42481477180725913,0.028707178082935658,0.015705458683629048,0.0003320426308919955,0.008617475091811004,3.094053235503828e-05,0.0,0.06,0.16,0.0,0.0,0.13,0.19,0.0,0.0,0.18,0.37,0.0,0.0,0.04,0.19,0.0
